ID del juego,Géneros,Categorías,Multiplayer
222500,"Action, Free to Play, Indie, Racing","Single-player, Tracked Controller Support, VR Supported, Partial Controller Support",0.0
528580,"Adventure, Casual, Free to Play, Indie, Early Access","Single-player, Tracked Controller Support, VR Only",0.0
533970,"Free to Play, Design & Illustration","Single-player, Tracked Controller Support, VR Only",0.0
535850,Racing,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",1.0
536560,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
115800,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0.0
559010,"Free to Play, Simulation","Single-player, Tracked Controller Support, VR Only",0.0
563840,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
595500,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.0
624460,"Indie, Audio Production","Single-player, Tracked Controller Support, VR Only",0.0
525700,Simulation,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.0
966330,"Adventure, Casual","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",0.0
584400,"Action, Adventure, Casual","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",1.0
660520,"Action, Free to Play, Indie, Simulation","Single-player, Tracked Controller Support, VR Only",0.0
662470,"Casual, Free to Play, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only",0.0
672640,"Action, Free to Play, Simulation","Single-player, Full controller support, Tracked Controller Support, VR Only, VR Support",0.0
636450,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, SteamVR Collectibles, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0.0
473770,"Action, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing",1.0
708680,"Action, Adventure, Casual, Free to Play, Indie, Early Access","Single-player, Steam Achievements, Tracked Controller Support, VR Only",0.0
724870,"Action, Free to Play, Indie","Single-player, Tracked Controller Support, VR Only, Steam Workshop",0.0
730550,"Animation & Modeling, Early Access","Tracked Controller Support, VR Supported",0.0
732430,"Action, Casual, Indie, Racing, Sports","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",0.0
735460,"Casual, Free to Play, Early Access","Single-player, Multi-player, Tracked Controller Support, VR Only",1.0
735810,"Free to Play, Indie, Racing, Simulation","Single-player, Full controller support, VR Supported",0.0
637100,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",0.0
757380,"Action, Casual, Free to Play, Indie, Massively Multiplayer, Simulation","Single-player, Multi-player, PvP, Online PvP, Tracked Controller Support, VR Only",1.0
771310,"Casual, Free to Play","Single-player, Tracked Controller Support, VR Only",0.0
778260,"Adventure, Free to Play","Single-player, Tracked Controller Support, VR Only",0.0
785260,Racing,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",1.0
840010,"Adventure, Indie, RPG, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Family Sharing",1.0
758330,"Action, Adventure, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.0
925950,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
396900,"Action, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
1086850,"Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",0.0
1173510,"Utilities, Early Access","Steam Achievements, Tracked Controller Support, VR Only",0.0
1194260,,,
1341050,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",1.0
1353230,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
609920,"Action, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",1.0
1701800,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
1730680,"Action, Adventure, Casual","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
1730700,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
607380,Utilities,,
878760,,,
912170,"Software Training, Utilities",,
1188540,"Action, Indie, Early Access","Single-player, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",0.0
1278480,Utilities,,
1811010,Utilities,,
1846380,"Action, Racing","Single-player, Multi-player, PvP, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, HDR available",1.0
2808930,"Action, Adventure, Massively Multiplayer, RPG, Strategy, Free to Play","Single-player, Multi-player, PvP, Steam Achievements, In-App Purchases",1.0
527340,"Action, Indie","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Partial Controller Support, Includes level editor, Family Sharing",1.0
1028860,"Casual, Free to Play, Indie, Simulation","Single-player, Steam Achievements, In-App Purchases",0.0
32460,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0.0
266450,,,
216150,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free to Play","Single-player, Multi-player, MMO, Co-op, Steam Trading Cards",1.0
249870,"Action, Adventure, Casual, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0.0
253370,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Game Development",Includes level editor,0.0
269310,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
295670,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",1.0
308000,"Action, Adventure","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
310370,"Free to Play, Indie","Single-player, Full controller support",0.0
233610,"Action, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, VR Supported, Steam Trading Cards, Captions available, VR Support, Steam Workshop, Partial Controller Support, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing",1.0
328000,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",0.0
364750,Indie,"Single-player, Family Sharing",0.0
370870,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
371140,"Action, Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Captions available, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",1.0
405820,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",0.0
405830,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",1.0
522240,"Action, Adventure, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",1.0
524250,"Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing",0.0
574090,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
574980,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",1.0
607050,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Turn Notifications, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing",1.0
609490,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.0
611660,RPG,"Single-player, Tracked Controller Support, VR Only, VR Support, SteamVR Collectibles, Family Sharing",0.0
618740,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, VR Supported, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",1.0
619780,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",1.0
620050,Utilities,,
625140,"Casual, Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, Online PvP, In-App Purchases, Family Sharing",1.0
629090,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
648350,"Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.0
674500,"Action, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0.0
674520,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",1.0
686600,"Action, Indie, Massively Multiplayer, Early Access","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",1.0
709440,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",1.0
730820,Adventure,"Single-player, Steam Cloud, Family Sharing",0.0
730830,Adventure,"Single-player, Steam Cloud, Family Sharing",0.0
732810,"Casual, Indie, Racing","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
763970,Adventure,"Single-player, Family Sharing",0.0
765840,Adventure,"Single-player, Family Sharing",0.0
765860,Adventure,"Single-player, Family Sharing",0.0
765900,Adventure,"Single-player, Family Sharing",0.0
765910,Adventure,"Single-player, Family Sharing",0.0
777880,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Family Sharing",1.0
798460,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0.0
637090,"Action, Adventure, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",1.0
862480,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
334210,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",1.0
790820,"Action, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.0
938380,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1144110,"Adventure, Free to Play, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud",0.0
1703340,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",0.0
6000,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Cloud, Remote Play Together, Family Sharing",1.0
32400,Action,"Single-player, Steam Cloud, Family Sharing",0.0
42160,,,
206980,,,
207250,"Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",1.0
207080,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Commentary available, Family Sharing",0.0
205910,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0.0
222140,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing",0.0
224500,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Steam Workshop, Family Sharing",0.0
234370,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Includes level editor, Remote Play Together, Family Sharing",1.0
242880,"Action, Indie","Single-player, Multi-player, Steam Trading Cards, Partial Controller Support, Stats, Family Sharing",1.0
244590,"Action, Indie, Sports","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud",1.0
250260,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",0.0
25000,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Steam Workshop, Partial Controller Support, Includes level editor, Remote Play Together, Family Sharing",1.0
234190,"Action, Indie, Simulation","Single-player, Family Sharing",0.0
268650,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Steam Leaderboards, Includes level editor, Family Sharing",1.0
302380,"Casual, Free to Play, Indie","Single-player, Family Sharing",0.0
342180,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, VR Support, SteamVR Collectibles, Steam Cloud, Steam Leaderboards, Family Sharing",1.0
362490,,,
427250,,,
430440,,,
541300,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",1.0
629730,"Action, Adventure, Indie, RPG, Simulation, Early Access","Single-player, Tracked Controller Support, VR Only, Family Sharing",0.0
579840,"Action, Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing",1.0
803330,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",0.0
848480,"Action, Casual, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Cloud, Stats, Includes level editor, Family Sharing",1.0
850450,"Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Family Sharing",1.0
1062830,"Action, Casual, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",1.0
1148590,Action,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.0
1272320,"Strategy, Early Access","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1522820,"Action, Adventure, Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",1.0
17510,Indie,"Multi-player, Co-op, Mods, Mods (require HL2), Steam Achievements",1.0
45750,"Action, Adventure","Single-player, Multi-player, Co-op, Partial Controller Support",1.0
212180,,,
270170,"Free to Play, Indie, RPG, Simulation","Single-player, Full controller support, Family Sharing",0.0
488920,Sports,"Single-player, Tracked Controller Support, VR Only, Family Sharing",0.0
494150,"Action, Sports","Single-player, Tracked Controller Support, VR Only, Family Sharing",0.0
667970,"Action, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Tracked Controller Support, VR Only, Steam Workshop, Includes level editor, Family Sharing",1.0
691260,Action,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Tracked Controller Support, VR Only, In-App Purchases",1.0
914800,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0.0
979070,"Adventure, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
1286320,Action,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",1.0
1345820,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Supported, In-App Purchases, Partial Controller Support, Remote Play Together, Family Sharing",1.0
1637320,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
2186680,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",1.0
1540210,"Action, Adventure","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",1.0
353130,"Action, Free to Play, Indie, Massively Multiplayer, Simulation","Multi-player, Family Sharing",1.0
356640,,,
512470,"Action, Adventure, Free to Play, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Steam Cloud",1.0
705040,"Action, Adventure, Free to Play, Early Access","Single-player, Multi-player, Co-op, Online Co-op, In-App Purchases",1.0
795580,"Action, Free to Play, Early Access","Multi-player, Online PvP, Co-op, Online Co-op, Family Sharing",1.0
876330,,,
640590,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",1.0
1489830,"Casual, Free to Play, Strategy","Multi-player, PvP, Online PvP",1.0
326350,,,
756800,"Action, Adventure, Simulation","Single-player, Steam Achievements, Full controller support, Stats, Family Sharing",0.0
806860,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",1.0
1157340,"Adventure, Casual, Indie, Massively Multiplayer","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing",1.0
2165620,"Adventure, Casual, Indie, Simulation, Early Access","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",0.0
1021950,"Adventure, Free to Play, Indie","Single-player, Steam Achievements",0.0
1379630,Action,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Captions available, Steam Workshop, Steam Cloud",1.0
1952360,"Action, Racing, Simulation",Single-player,0.0
520720,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Commentary available, Remote Play on TV, Family Sharing",0.0
325260,"Action, Casual, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Full controller support, Steam Workshop, Steam Leaderboards, Includes level editor, Family Sharing",1.0
2532550,"Action, Adventure, Indie, Massively Multiplayer","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",1.0
228280,"Adventure, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",1.0
397430,"Adventure, Casual","Single-player, Steam Trading Cards, Family Sharing",0.0
894020,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1068820,Utilities,"Tracked Controller Support, VR Only, Steam Workshop, Partial Controller Support",0.0
1333200,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1336490,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1385380,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",1.0
1811990,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
1970580,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",0.0
393430,"Indie, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",1.0
561600,"Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",1.0
362870,"RPG, Design & Illustration, Education, Web Publishing, Game Development",,
564710,"Casual, RPG, Free to Play","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud",0.0
1671340,"Adventure, Casual, Indie, Free to Play","Single-player, Steam Achievements",0.0
326740,,,
639650,"Action, Casual, Free to Play, Indie","Single-player, Steam Achievements, Full controller support",0.0
660880,"Casual, Indie, Free to Play","Single-player, VR Supported, Partial Controller Support",0.0
1448530,"Free to Play, Sports","Single-player, In-App Purchases",0.0
433800,,,
636040,"Adventure, Free to Play, Indie, Massively Multiplayer","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases",1.0
266070,,,
268750,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Family Sharing",1.0
288570,,,
339120,"Action, Adventure, Free to Play, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",0.0
357290,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
402180,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
397940,"Adventure, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",0.0
420790,"Action, Free to Play, Indie, Massively Multiplayer","Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases",1.0
473560,"Action, Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing",0.0
508290,"Action, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
575680,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
581030,"Action, Adventure, Casual, Indie, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",0.0
629380,"Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",0.0
696220,"Action, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Family Sharing",1.0
1300,Action,"Single-player, Stats, Family Sharing",0.0
6510,"Action, Adventure","Single-player, Multi-player, Partial Controller Support, Valve Anti-Cheat enabled, Family Sharing",1.0
33110,"Action, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",0.0
21030,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing",1.0
37010,Action,"Single-player, Family Sharing",0.0
50640,"Action, Adventure","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.0
43000,Action,"Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",1.0
22610,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Family Sharing",1.0
22650,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",1.0
22670,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",1.0
57680,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Remote Play Together, Family Sharing",1.0
22450,"Action, Adventure","Partial Controller Support, Steam Cloud, Family Sharing",0.0
102810,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
106000,,,
96400,,,
211010,"Action, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",0.0
216910,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
206760,Action,Family Sharing,0.0
203750,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",1.0
268240,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
274620,"Action, Free to Play, Indie, RPG, Early Access","Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Stats, Steam Leaderboards, Family Sharing",1.0
