ID del juego,Repeticiones,Minutos Totales
879160,28,7548
1049590,61,54208
1325860,32,263132
1478220,15,2326
1583720,19,8159
1671200,13,1397
1913730,4,1117
1974050,16,19505
2087030,57,14540
2197910,8,950
249050,42,21283
39500,20,10880
950670,8,296
35720,77,29813
38830,20,925
221430,2,3957
251690,4,357
268910,96,856875
290730,8,720
298260,17,802
238090,78,55459
335300,95,320069
356570,27,9242
394310,23,8941
434730,20,2397
435530,6,1006
539470,16,4195
578310,47,19311
447820,25,242520
658850,21,5368
706990,47,8485
722960,4,324
379430,87,204866
1002300,11,4033
1220140,5,3721
1227280,4,856
233860,41,235972
218230,204,212358
232910,15,9778
361420,87,143294
429180,16,185
518030,16,3739
969680,21,1916
220200,61,227096
256370,7,2398
294160,6,288
351490,13,2222
400740,10,1867
434420,17,2908
507010,11,1065
585690,16,4676
589590,5,809
615610,17,2104
636150,26,5578
673750,8,1468
1258080,23,52408
1997040,26,102316
6420,1,276
4700,31,85525
205610,4,3245
107400,5,2041
273550,2,13
214730,7,9368
225420,19,3738
367540,20,4853
287980,20,4899
245620,42,47041
400750,10,11364
503450,1,8
557780,8,5971
603850,23,112179
690830,14,26303
797400,2,573
7000,9,1227
398710,68,22053
755800,8,2496
943380,17,10389
1237950,34,44295
2206560,2,206
466940,6,364
814480,5,4020
1104390,9,299
1279610,14,84690
1366290,13,530
489630,21,32851
47890,30,108404
234710,20,4692
266840,33,67892
304430,30,8041
38400,33,11713
38410,17,27934
442120,11,1167
459220,8,5665
845070,47,2774
673880,14,5220
451130,1,353
34900,31,5234
24780,20,35498
265770,3,651
65790,38,2815
233450,94,134625
220260,11,5398
244160,20,14725
336510,8,1654
362620,9,22303
367450,61,22898
402710,15,12571
310380,43,18543
505040,11,18125
510050,7,135
606800,6,2829
619150,7,1729
767560,19,3124
1062520,18,28113
1138850,7,1367
1359090,43,19985
2098350,30,3189
292120,24,24192
315880,10,8352
364360,44,114698
503300,20,2714
252850,22,3025
8000,8,1632
21000,22,10171
217750,5,1235
238010,51,35618
509560,1,28
337000,63,44660
521450,1,396
591960,5,5785
622650,20,2826
773330,1,18
96000,18,4379
1105420,6,687
382850,8,5456
2195250,30,212946
2555320,1,33
341800,43,8290
569800,3,773
1881700,15,89296
1537830,29,8385
457330,47,4593
506500,9,1194
2200,3,371
2350,2,324
3020,9,2480
8140,17,2594
41000,38,24715
6120,9,1320
46480,1,20
102840,12,4084
252630,6,2037
253230,22,14649
277890,3,698
301980,4,712
272510,19,9205
345820,10,8303
348550,8,4979
354140,16,1533
222420,9,1811
222440,12,15048
222940,19,9495
366260,8,1142
388750,15,5323
250180,33,10479
312610,27,5041
366250,27,5022
408000,3,1079
416590,8,752
339340,23,12968
434050,5,3341
437000,3,392
444940,2,6
460790,42,26395
488860,5,8068
502280,4,2286
502800,6,10721
506610,12,1048
511680,9,9795
541230,5,5081
571720,2,108
586140,12,4103
726360,12,806
731490,43,878343
747660,13,8901
748360,3,1226
756530,7,861
571260,8,3014
844850,2,136
887450,1,72
914690,17,2552
922500,4,817
927890,24,4272
985830,3,368
1004240,22,3052
1010750,6,2121
893180,15,8822
794580,1,620
838380,11,1319
981770,1,1
1111030,8,2018
1117090,1,54
1133770,1,110
1144250,9,1105
1146950,20,4468
1154110,2,115
1159640,5,396
1168170,1,12
702890,6,870
1190110,10,1219
1191630,3,2190
1192610,4,420
1202690,8,438
1205960,6,1352
1208260,5,523
1058450,4,5078
1236400,2,23
1249780,1,10
1270930,4,447
1327080,3,1646
1342260,4,610
1350650,15,3811
1359650,5,402
1366810,4,173
1367300,4,1707
1369630,12,8348
1372280,4,2636
1390740,5,216
1458390,1,67
1484720,1,109
1505620,4,328
1515230,5,1469
1546860,1,119
1609160,5,239
1626640,6,818
1702830,6,788
1735420,3,278
1748620,3,430
1770460,1,47
1812070,1,71
1836860,3,531
1090630,9,4071
1849000,9,560
1867280,1,86
1874720,1,67
1498570,5,2399
1960920,4,567
1968840,1,242
1985610,2,366
2097880,1,236
2171840,1,18
2194810,1,99
2215260,3,1492
2050650,31,55987
1546990,3,1346
1547000,5,8991
2283460,2,105
2287650,1,111
1364780,16,38151
482400,1,38
2298590,1,104
2458210,2,895
1490890,9,8159
1020790,3,2791
1971870,9,21082
349720,15,5670
582550,9,3802
674400,8,102
1287290,22,4705
236430,35,128202
447940,2,22
484950,10,2705
1486350,26,4957
43160,71,49613
338340,1,3
550470,18,110059
558230,6,9040
1041320,17,108670
2466680,5,293
205950,21,3859
329070,3,694
347720,2,231
410110,16,5503
622220,7,8313
746920,2,11
765410,5,1359
785890,2,331
1092710,3,49
1092720,5,171
1101260,5,1498
536990,1,162
1275350,17,1685
1291340,18,1664
2231380,17,20491
2313250,10,519
394690,22,39308
406150,22,2608
407250,25,3603
527440,12,1833
541180,10,4503
612880,50,35502
665360,29,4861
688500,1,9
721310,1,31
790790,1,1
1190340,46,13137
1158940,10,5591
596240,2,420
1170970,25,6342
647830,8,8530
50,56,74837
416290,5,2282
536040,7,1808
743640,7,1352
339000,4,589
715510,2,58
805870,3,30
850050,2,1291
853210,1,3
1366800,31,340569
1549180,25,10653
383270,13,11931
253490,15,1946
1934780,11,1056
212160,19,10844
261030,29,21430
482920,34,175798
536220,14,7626
623920,1,421
1360000,3,859
256290,18,10929
394510,46,40690
447530,35,68958
644930,26,42553
716710,6,1241
776490,10,1708
828070,4,700
570940,65,182623
851100,8,2413
583950,38,59838
998930,20,2183
1060670,8,725
1061090,17,5721
1122050,7,376
1149660,10,802
1227890,8,3312
1329410,63,303505
1584090,10,7535
1786790,3,466
1888160,19,26944
881020,18,96386
7520,30,16406
215930,16,4440
245550,36,4742
254060,32,6281
247120,19,527
252150,60,13064
283880,10,516
287260,8,2287
312840,9,2785
313340,49,38149
367520,108,223949
397720,3,8
443810,28,15444
448510,30,12183
467090,7,1023
467380,5,414
468800,2,282
475550,45,13572
513450,4,216
577670,4,360
644570,39,57089
648390,7,323
668630,48,36546
699480,1,1
702810,3,125
15700,38,8993
757300,7,332
319830,14,993
788770,8,373
816350,1,5
239200,37,3566
513780,26,4184
827900,1,1
439190,25,5000
209080,85,28339
608800,19,1803
391720,82,19684
63500,13,3742
365450,69,25516
769920,10,1067
696370,17,7921
939400,9,755
510840,14,4021
638070,33,5775
395170,42,7915
994280,20,18504
826600,4,124
285800,21,5540
343710,49,9346
266310,9,1112
370910,17,5015
780800,11,153
684680,3,607
384190,20,3147
1483870,39,33951
1969870,8,10250
258700,17,31083
329020,1,1
765710,5,80
794600,17,2880
859580,14,44429
24740,29,20281
7510,40,10431
11390,19,2032
253900,46,7768
258050,10,1655
283660,6,472
285580,9,223
63380,112,50364
238890,6,665
1252780,8,3365
1668080,1,523
376210,28,110022
476600,56,890102
476620,56,111280
907650,3,914
365720,60,169
389570,71,20068
438680,3,306
3830,33,6938
12150,13,3957
11250,4,504
29800,15,1935
22200,13,3227
24980,18,43267
33650,1,1
39800,5,1625
70100,25,4278
63800,3,1106
38600,9,2793
70110,13,2248
72400,9,1366
35130,22,5044
91900,9,730
91600,15,11927
63000,5,539
95500,2,183
91200,35,8188
19680,20,5726
107310,12,2128
96100,36,5048
33460,6,1719
107100,53,14064
111400,5,215
57690,47,32369
43190,4,227
98100,3,185
98200,7,3794
9200,19,13161
110400,4,51
1510,6,2513
57400,4,6465
201570,29,4660
33180,5,847
33130,6,424
48900,2,147
203810,8,654
2400,35,8374
207170,6,2539
202730,3,89
94300,7,1159
202750,19,8940
204180,23,4091
110800,51,40235
206440,47,9993
200350,1,10
220860,11,2496
217690,4,4893
223730,4,185
209190,7,1542
223510,3,277
224960,14,2474
224980,6,15982
225000,6,114
225320,6,3652
227580,5,1337
219200,4,1582
207230,33,5963
204240,15,3733
227220,10,627
233510,3,407
233530,4,996
232950,5,267
224220,32,4777
227480,13,2001
234290,8,1092
228300,20,9718
233270,34,15192
215690,11,2733
237570,5,907
226740,6,1684
243120,6,1282
243280,3,141
204530,5,723
239450,32,5547
244870,10,1049
201420,10,2481
234390,20,2504
247020,18,3883
231040,8,1471
248390,13,49607
248530,9,2150
232430,14,2536
250030,5,1073
96300,7,1623
251990,7,1343
252670,5,468
253110,6,3750
253290,6,2204
253330,4,730
253650,16,2768
241540,13,14366
209160,38,12817
257830,6,566
257890,13,5856
257990,9,1994
251170,7,2952
258950,3,283
259600,8,978
259740,6,2913
259780,4,487
217100,7,1224
261530,6,248
261680,2,143
261700,4,566
105450,58,182290
262830,5,5422
264300,4,6398
264460,3,1008
265330,11,1087
265380,6,610
266010,24,55867
266210,8,2342
266330,5,1081
226840,57,54489
267920,8,1075
267980,15,3427
269490,5,1481
269790,11,2646
271860,13,3354
274900,31,7336
275470,10,2562
275490,19,4037
276220,1,107
277510,4,1015
277680,6,814
278640,4,381
279260,3,470
279800,4,568
280520,1,529
281940,6,1396
282880,4,1384
283390,13,3146
284710,7,2239
284770,9,2085
284850,5,1542
284870,5,761
284890,7,1670
284950,18,7622
285010,19,4327
285130,7,1753
286320,3,796
286340,4,456
286360,11,1135
287120,19,6861
287140,8,1900
288880,4,1088
289090,15,2249
290080,18,34311
291710,4,606
292380,27,4525
292570,16,4068
292620,14,2182
292630,17,2666
293180,39,5994
293900,2,302
294140,2,555
294230,18,3500
295690,14,3151
295790,15,5229
295930,11,1643
296870,13,1769
297020,38,7157
35450,101,537908
236830,37,3125
299720,12,2107
301150,8,6726
301480,12,1021
301750,22,6065
302690,2,356
303390,52,14554
95400,14,5059
303790,3,434
306410,22,4005
307050,7,8534
307070,32,8060
307130,3,1140
307170,12,1376
307230,18,2441
300300,5,763
310070,3,394
311680,3,771
313020,20,2925
289400,6,945
313650,6,789
314250,8,622
314450,20,4337
314460,3,266
315060,12,2929
248470,4,361
315920,8,1793
265300,44,16743
317250,20,2961
318430,14,1847
318480,3,689
318600,47,11457
307340,3,270
307350,9,1075
319180,17,2569
319550,6,1412
321260,9,1398
321870,7,1598
290530,1,348
252310,4,710
214490,57,50188
324080,4,6382
275080,8,1272
277500,5,904
327090,5,5441
327410,18,3015
327860,7,990
328430,1,3
328780,3,399
329380,17,3876
329690,2,283
329830,2,71
330350,11,3036
268050,43,19188
328600,4,831
331510,1,255
331610,2,428
289690,32,4102
331790,18,3156
332500,18,18791
332790,14,2848
219910,20,5514
241910,13,3814
255320,12,4198
268540,17,3470
334560,5,1174
335430,16,2581
335790,2,69
336380,3,268
338710,3,449
338980,3,1339
339800,37,22833
340070,14,2196
340300,11,2077
340310,11,2286
341090,7,1367
341160,5,955
341550,6,1644
342580,10,3686
343560,5,1174
343780,14,7234
344910,18,3381
345280,1,85
346040,3,516
333950,7,1828
347430,10,3014
347510,5,810
347610,2,448
347560,23,5602
349550,2,190
351470,8,1235
352950,1,60
326180,11,2009
326190,11,2773
355430,6,1187
355520,7,1367
351640,20,1867
357280,8,4639
360590,3,644
360640,8,2220
360650,7,2190
361190,14,3670
362090,2,577
248610,34,15016
363490,18,2741
363610,10,2123
364270,5,1107
364930,5,2070
104200,36,6028
341500,23,6750
369040,10,2339
369580,5,509
369640,3,298
370510,20,3190
371000,3,1330
371420,12,4219
371710,3,498
372210,7,1264
361800,5,21440
373080,2,312
375460,23,4352
375510,19,3210
377290,11,2708
379290,6,1980
381170,4,771
382180,1,121
383330,19,3958
383580,25,4558
383720,3,587
385070,17,4987
385080,15,5127
385150,7,2262
386590,4,1220
352460,10,1246
391340,4,1098
391740,7,4455
391420,11,1919
395760,1,1
395930,3,728
275100,11,1315
396790,7,2552
397770,2,689
397500,24,5061
399430,16,2680
403900,20,3407
404810,3,1241
405610,5,712
406080,2,366
407290,3,525
411560,3,28
412940,3,17
416080,13,2106
416310,2,384
416320,5,1178
416610,3,335
418440,2,369
418950,8,900
423770,5,2262
428630,5,1134
433170,1,528
452060,13,3264
462960,18,2533
463210,22,3638
31250,2,10
487120,7,3237
487180,4,646
487220,23,4671
492270,4,798
498330,3,136
500580,9,1964
508170,11,1865
519190,26,23016
529180,8,23688
536420,4,632
469820,18,1701
546400,13,2697
529760,13,1867
555220,17,3338
565720,5,539
567280,16,3356
568570,4,4603
575920,5,540
595440,11,1471
603260,5,343
603750,2,349
503350,5,1776
710780,2,107
715560,3,1501
745740,7,828
776960,10,1412
666140,29,54061
806140,10,1342
818730,1,35
828960,3,323
895400,37,62816
933820,11,6149
555440,17,4114
752590,22,9931
1161270,1,208
760620,14,4826
1377380,7,28238
1587560,4,137
1702010,4,5103
13500,5,1528
13530,5,1816
33320,5,836
218470,9,2343
399810,9,3192
418030,13,61634
11190,4,749
557340,24,4896
975680,2,6
1081560,1,3018
1238060,13,10539
433950,20,3175
1695840,16,4034
21680,5,86
33340,2,159
200940,13,1243
65300,12,4288
209330,4,705
228320,2,3
208140,54,16709
220740,14,4730
220460,5,973
207040,4,108
388410,36,29414
462780,37,15549
219890,14,2407
223810,4,278
264380,14,743
228260,7,2924
233980,15,15846
236090,20,20169
243160,7,4255
243950,9,7356
218820,7,6048
248310,9,3678
249650,10,3514
250320,21,10543
250760,10,12161
251130,17,7157
251470,8,2121
251870,17,15362
252750,2,1357
224860,7,1375
247660,5,1477
242050,68,140643
258910,4,1902
260230,25,7367
261110,39,9375
261570,41,19107
258090,4,1369
262390,4,874
263880,3,764
264690,5,1357
267340,2,633
25890,11,12855
239160,60,31228
235210,16,5905
282900,27,34418
283640,26,9409
284220,3,1055
285980,2,1399
286120,6,1193
286260,16,5886
286380,1,2
201810,79,62261
294370,2,889
294810,11,5412
294860,22,9434
296490,4,1441
300380,23,6229
292140,10,9830
305380,4,1101
310360,11,3075
311340,55,12274
312720,3,1783
313740,18,2375
314830,7,2846
255070,10,1938
315810,17,3811
316790,12,6849
229810,7,6721
322290,3,2192
258520,10,1832
400430,11,1740
323320,16,3472
258970,14,19624
221540,6,1772
312860,1,1
305050,38,4904
289130,30,39914
329440,5,2070
329490,12,5280
330830,10,3822
214610,5,1323
333220,5,1255
234630,34,73918
333600,52,39074
333980,10,5636
334300,5,1920
339400,9,1582
304650,14,4849
242680,17,34964
340770,4,2199
341510,4,1140
347620,17,6923
347830,13,7144
353270,17,13281
354160,5,534
355050,3,1009
350080,31,16200
345180,16,7573
359310,7,5912
359870,20,17509
236450,7,679
360740,14,2798
362660,4,1015
369990,15,25948
351710,19,12732
269670,10,3816
373930,14,2418
247080,37,14727
380690,3,1342
385800,54,44678
290340,22,56755
387290,49,25667
387340,16,11676
340170,5,1146
292910,25,10247
310490,2,772
404540,7,1009
351970,19,14726
412830,26,35890
420270,2,2069
368500,35,48240
421060,4,1902
422810,2,955
434650,39,27068
264240,14,2781
372360,10,7675
449220,17,3398
455400,5,1957
485510,40,120861
445310,7,12886
512900,19,10978
524580,9,3817
460920,44,27173
429660,25,39220
614570,22,13815
427290,23,9002
714020,2,16928
607890,19,12036
626690,27,25219
774511,5,305
632350,11,10291
838350,31,151571
840260,5,715
809890,6,2695
934780,7,1465
960690,9,6243
738540,5,15752
1057090,37,30666
1097420,3,43438
1097430,7,3865
1162520,18,16589
960170,6,764
1262240,7,13402
1282940,4,2371
1468810,28,105250
1787090,1,2053
115320,33,58848
217980,22,25049
241600,19,16224
967130,2,10284
588440,6,982
92,33,35420
359320,57,214022
1456200,6,6766
297130,28,3437
421670,3,200
438480,26,5298
1280,5,17618
17430,13,32213
24870,7,7017
564310,26,1128
31270,4,565
39190,5,114
40300,17,9819
262690,9,2038
233290,31,9843
447020,27,204370
559460,9,2980
2167580,15,69377
242720,57,25878
204060,9,504
252110,12,3058
388880,11,2853
396750,17,6790
557600,10,971
590380,17,9211
653530,9,3540
683320,25,63728
736220,16,32945
751820,2,283
34270,97,18245
492230,1,268
718670,14,7764
895870,11,3467
779340,48,271545
1296830,13,20897
1364020,10,5855
680420,18,54465
222730,23,7538
224060,8,1995
239350,24,81655
249630,2,532
250050,7,2802
252410,13,3738
270850,21,2494
293780,10,1785
322190,12,4621
330020,22,10555
274270,4,2961
382490,35,3852
396710,5,1075
405310,14,7175
421040,8,4248
435400,11,1905
437570,6,665
365590,89,1466248
449680,20,4781
448070,17,3132
461950,21,6616
462930,23,3498
474750,33,12272
269710,16,7063
489220,24,4894
490220,18,6843
496300,36,13193
498660,21,3708
503820,26,4466
524910,3,1501
535760,15,2826
536930,11,15155
543260,3,246
547960,20,3840
550010,9,1721
571310,7,5725
580200,3,724
583470,1,158
588690,6,1099
351940,49,9707
602070,1,42
606490,1,861
638110,5,76
652980,20,491
685400,1,65
701160,35,22978
717640,11,4637
760060,9,2007
774361,29,19576
488790,29,28178
804210,2,46
684410,21,5905
492150,2,20
843890,3,97
232050,19,12614
916730,6,1123
764790,3,689
1026820,12,1185
1283410,2,743
1144770,10,1017
816020,25,26427
1016800,11,4551
1080110,40,1009307
722560,2,7
1583320,24,18914
1620690,23,1766
253980,58,11637
268870,38,11905
278460,14,2517
296910,9,175
299460,43,4838
311860,16,3860
265590,34,5171
336040,2,42
349580,4,845
343100,17,3560
384150,8,1063
400240,31,5013
433210,5,843
434610,13,2121
554530,21,4587
368420,34,5472
735360,11,2077
870420,2,7057
1368950,11,1000
11450,20,4981
12810,12,16707
24720,20,12427
12710,4,4690
73020,3,145
99100,1,59
49330,1,48
58550,1,20
47400,11,2572
71340,23,20659
203630,20,6763
200370,3,430
203350,7,9606
219780,5,5153
202130,1,4
220660,5,623
238870,2,210
248410,2,840
236130,2,83
205990,4,986
318020,5,5310
345200,3,1122
346010,74,32113
230190,14,9467
397150,2,580
411300,16,17197
418530,11,25821
420930,1,204
427520,56,225044
429050,5,9743
491770,1,217
493370,9,29029
533200,5,148
559650,41,15033
711810,22,2544
732690,9,1759
1097800,1,192
307110,13,4786
1389990,8,4864
1462570,2,1167
357310,8,1211
407130,14,9967
418240,35,15020
461620,2,826
663390,10,5871
774171,67,34802
795630,7,7473
858940,2,541
1007350,10,1315
1048100,16,4900
1300620,2,184
1597480,4,400
1675900,8,706
1832640,45,9495
1856540,12,205
214510,47,14986
3910,17,12844
253940,21,4659
259320,21,3529
385270,11,2535
468250,7,371
542340,15,4461
574080,2,721
275390,26,3348
1382070,6,1821
965200,22,8590
1017900,13,9105
254300,2,2333
293560,3,1328
427460,5,2039
529840,7,441
628670,4,1952
649950,5,3153
1056640,34,94023
644830,10,3966
1448440,10,20052
1457080,1,1045
1715130,13,2394
2113430,11,1775
2114740,4,3028
246280,37,7437
230820,16,3275
237110,40,56706
406870,3,683
421120,9,1414
486310,12,1658
703840,2,90
1458100,3,10694
6840,11,364
23490,18,1525
46410,6,503
70300,11,1729
33950,1,9
71230,11,629
16450,27,11449
24670,4,234
35480,11,186
65730,5,177
208600,4,377
209610,2,55
214360,8,1557
211050,20,4889
218060,9,2504
12170,5,19
12180,5,106
57740,7,3096
239070,20,7863
225280,11,2847
241240,6,682
253960,12,2021
234000,7,933
257050,2,528
259530,4,3606
237760,4,669
267600,4,166
267610,1,2
273770,7,1076
273940,4,91
44320,11,39440
274310,13,2781
274560,25,2565
277490,4,1197
282100,9,2207
285050,8,1473
285090,8,1586
285230,1,7
285840,11,4837
287200,6,4764
294040,13,3043
301680,4,678
34830,29,5174
8660,14,14
315070,5,1246
315430,24,2605
321150,14,2582
321920,10,1824
301970,6,1005
325090,7,915
312960,5,1316
328500,7,2510
333120,4,523
215470,15,6325
334070,16,3082
335560,3,520
342240,2,277
358080,14,2997
359050,18,2249
364690,12,2643
368990,13,2352
371510,9,2395
371570,12,2205
381780,5,569
391070,19,4113
404690,6,1100
410210,15,2508
410430,7,1217
429470,13,2339
432950,5,1107
290790,11,1870
438000,9,1587
453090,6,1496
454890,19,3520
467390,7,1147
485860,9,1049
485950,11,1894
488580,6,1028
528300,8,1408
605740,10,5178
610130,4,666
618310,2,324
953880,12,4345
1120320,5,733
1162930,4,158
1506760,1,175
1562420,7,2096
1618540,3,2335
2173900,2,272
17300,31,11841
38420,6,429
667720,14,6661
3260,2,9
47810,20,45521
21130,19,5910
9930,12,14484
47920,3,47
97100,2,289
71390,3,11785
65700,13,126
65720,17,294
107430,1,1
28050,19,29215
9420,15,69386
108700,3,617
207490,7,4658
12750,33,15069
97330,6,7557
202170,28,37496
216110,7,294
214250,3,939
212680,47,40679
208500,8,54923
203680,9,1405
45770,14,4417
